respID,qID,profileID,altID,obsID,choice,time_sec_p1,ownhome,time_sec_p2,time_sec_p3,induction,heatingeff,carbon,oftencook,utility,yearOfBirth,gender,race,raceOther,education,income,zipcode,age_in_years,feedback,time_min_total,edu_level,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,number_of_burners
645,8,132,3,5160,1,14,1,187,102,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1961,female,hispanic,NA,degree_bs,inc_50to100,65270,62,NA,5.05,high_edu,Induction,700,60,4
830,1,73,1,6633,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Gas,500,90,3
830,1,170,2,6633,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Electric,900,80,4
830,1,270,3,6633,1,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Induction,1500,70,5
830,2,133,1,6634,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Gas,900,60,4
830,2,152,2,6634,1,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Electric,900,70,4
830,2,72,3,6634,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Induction,1500,80,3
830,3,7,1,6635,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Gas,900,50,3
830,3,101,2,6635,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Electric,1100,100,3
830,3,87,3,6635,1,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Induction,1300,90,3
830,4,121,1,6636,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Gas,1300,50,4
830,4,293,2,6636,1,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Electric,700,90,5
830,4,93,3,6636,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Induction,500,100,3
830,5,280,1,6637,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Gas,1100,80,5
830,5,65,2,6637,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Electric,1100,80,3
830,5,303,3,6637,1,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Induction,1300,90,5
830,6,76,1,6638,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Gas,700,90,3
830,6,221,2,6638,1,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Electric,700,50,5
830,6,159,3,6638,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Induction,1300,70,4
830,7,166,1,6639,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Gas,700,80,4
830,7,98,2,6639,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Electric,900,100,3
830,7,72,3,6639,1,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Induction,1500,80,3
830,8,220,1,6640,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Gas,700,50,5
830,8,77,2,6640,0,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Electric,700,90,3
830,8,18,3,6640,1,21,1,179,66,not_aware,Neutral,Neutral,often,electricity,1965,female,white,NA,vocational,inc_20to50,31093,58,NA,4.433333333333334,low_edu,Induction,1500,50,3
181,1,316,1,1441,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Gas,1100,100,5
181,1,11,2,1441,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Electric,1100,50,3
181,1,141,3,1441,1,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Induction,1300,60,4
181,2,211,1,1442,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Gas,1300,100,4
181,2,236,2,1442,1,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Electric,500,60,5
181,2,78,3,1442,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Induction,700,90,3
181,3,232,1,1443,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Gas,1500,50,5
181,3,38,2,1443,1,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Electric,500,70,3
181,3,72,3,1443,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Induction,1500,80,3
181,4,94,1,1444,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Gas,700,100,3
181,4,116,2,1444,1,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Electric,900,50,4
181,4,15,3,1444,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Induction,1300,50,3
181,5,232,1,1445,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Gas,1500,50,5
181,5,254,2,1445,1,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Electric,500,70,5
181,5,243,3,1445,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Induction,900,60,5
181,6,217,1,1446,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Gas,500,50,5
181,6,98,2,1446,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Electric,900,100,3
181,6,129,3,1446,1,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Induction,500,60,4
181,7,115,1,1447,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Gas,900,50,4
181,7,26,2,1447,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Electric,900,60,3
181,7,255,3,1447,1,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Induction,500,70,5
181,8,208,1,1448,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Gas,1100,100,4
181,8,212,2,1448,0,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Electric,1300,100,4
181,8,168,3,1448,1,38,1,179,57,Yes,Not_Bothered,Neutral,often,electricity,1969,male,white,NA,degree_grad,inc_above100,33139,54,NA,4.566666666666666,high_edu,Induction,700,80,4
315,1,181,1,2513,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Gas,500,90,4
315,1,125,2,2513,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Electric,1500,50,4
315,1,198,3,2513,1,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Induction,1500,90,4
315,2,127,1,2514,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Gas,500,60,4
315,2,11,2,2514,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Electric,1100,50,3
315,2,273,3,2514,1,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Induction,500,80,5
315,3,55,1,2515,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Gas,500,80,3
315,3,188,2,2515,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Electric,900,90,4
315,3,126,3,2515,1,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Induction,1500,50,4
315,4,238,1,2516,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Gas,700,60,5
315,4,227,2,2516,1,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Electric,1100,50,5
315,4,198,3,2516,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Induction,1500,90,4
315,5,244,1,2517,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Gas,1100,60,5
315,5,284,2,2517,1,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Electric,1300,80,5
315,5,129,3,2517,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Induction,500,60,4
315,6,157,1,2518,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Gas,1300,70,4
315,6,266,2,2518,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Electric,1300,70,5
315,6,81,3,2518,1,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Induction,900,90,3
315,7,109,1,2519,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Gas,500,50,4
315,7,140,2,2519,1,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Electric,1300,60,4
315,7,135,3,2519,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Induction,900,60,4
315,8,196,1,2520,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Gas,1500,90,4
315,8,170,2,2520,0,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Electric,900,80,4
315,8,72,3,2520,1,72,1,217,211,Yes,Concerned,Concerned,often,"electricity, gas",1974,female,white,NA,degree_grad,inc_above100,36695,49,NA,8.333333333333334,high_edu,Induction,1500,80,3
127,1,13,1,1009,1,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Gas,1300,50,3
127,1,77,2,1009,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Electric,700,90,3
127,1,174,3,1009,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Induction,1100,80,4
127,2,208,1,1010,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Gas,1100,100,4
127,2,203,2,1010,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Electric,700,100,4
127,2,234,3,1010,1,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Induction,1500,50,5
127,3,49,1,1011,1,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Gas,1300,70,3
127,3,323,2,1011,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Electric,1500,100,5
127,3,87,3,1011,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Induction,1300,90,3
127,4,316,1,1012,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Gas,1100,100,5
127,4,143,2,1012,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Electric,1500,60,4
127,4,33,3,1012,1,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Induction,1300,60,3
127,5,202,1,1013,1,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Gas,700,100,4
127,5,59,2,1013,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Electric,700,80,3
127,5,306,3,1013,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Induction,1500,90,5
127,6,40,1,1014,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Gas,700,70,3
127,6,86,2,1014,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Electric,1300,90,3
127,6,129,3,1014,1,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Induction,500,60,4
127,7,55,1,1015,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Gas,500,80,3
127,7,2,2,1015,1,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Electric,500,50,3
127,7,168,3,1015,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Induction,700,80,4
127,8,70,1,1016,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Gas,1500,80,3
127,8,98,2,1016,0,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Electric,900,100,3
127,8,135,3,1016,1,17,1,359,94,No,Not_Bothered,Not_Bothered,sometimes,gas,1975,male,white,NA,college_some,inc_20to50,58503,48,NA,7.833333333333333,low_edu,Induction,900,60,4
902,1,19,1,7209,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Gas,500,60,3
902,1,83,2,7209,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Electric,1100,90,3
902,1,294,3,7209,1,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Induction,700,90,5
902,2,292,1,7210,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Gas,700,90,5
902,2,200,2,7210,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Electric,500,100,4
902,2,60,3,7210,1,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Induction,700,80,3
902,3,286,1,7211,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Gas,1500,80,5
902,3,131,2,7211,1,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Electric,700,60,4
902,3,231,3,7211,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Induction,1300,50,5
902,4,1,1,7212,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Gas,500,50,3
902,4,65,2,7212,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Electric,1100,80,3
902,4,93,3,7212,1,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Induction,500,100,3
902,5,175,1,7213,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Gas,1300,80,4
902,5,137,2,7213,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Electric,1100,60,4
902,5,273,3,7213,1,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Induction,500,80,5
902,6,94,1,7214,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Gas,700,100,3
902,6,161,2,7214,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Electric,1500,70,4
902,6,27,3,7214,1,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Induction,900,60,3
902,7,151,1,7215,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Gas,900,70,4
902,7,167,2,7215,1,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Electric,700,80,4
902,7,285,3,7215,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Induction,1300,80,5
902,8,19,1,7216,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Gas,500,60,3
902,8,179,2,7216,0,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Electric,1500,80,4
902,8,66,3,7216,1,14,1,153,52,No,Not_Bothered,Not_Bothered,often,electricity,1972,female,white,NA,degree_bs,inc_above100,19335,51,NA,3.65,high_edu,Induction,1100,80,3
332,1,232,1,2649,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Gas,1500,50,5
332,1,221,2,2649,1,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Electric,700,50,5
332,1,141,3,2649,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Induction,1300,60,4
332,2,37,1,2650,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Gas,500,70,3
332,2,203,2,2650,1,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Electric,700,100,4
332,2,213,3,2650,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Induction,1300,100,4
332,3,82,1,2651,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Gas,1100,90,3
332,3,152,2,2651,1,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Electric,900,70,4
332,3,252,3,2651,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Induction,1500,60,5
332,4,61,1,2652,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Gas,900,80,3
332,4,260,2,2652,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Electric,900,70,5
332,4,291,3,2652,1,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Induction,500,90,5
332,5,184,1,2653,1,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Gas,700,90,4
332,5,44,2,2653,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Electric,900,70,3
332,5,216,3,2653,0,70,1,420,126,not_aware,Neutral,Not_Bothered,sometimes,"electricity, gas",1974,male,hispanic,NA,degree_bs,inc_above100,90602,49,Study ran smoothly with no technical issues.  I appreciate the opportunity to participate in your research.,10.266666666666667,high_edu,Induction,1500,100,4
